CLIENTE,MRR_12M,CD_CLIENTE,QTD_CONTRATACOES_12M,VLR_CONTRATACOES_12M
TEXHMP,3.057955,TEXHMP,10.0,100957.631522843
TEZLG7,68.181333,TEZLG7,,
TEZJH2,1300.232247,TEZJH2,3.0,542.890344350526
TFBLBK,670.722273,TFBLBK,,
TFAIE7,331.520783,TFAIE7,1.0,82.778155431708
TFAGPC,366.75923,TFAGPC,,
TEZFTH,215.300322,TEZFTH,,
TEZG13,526.401821,TEZG13,1.0,7244.49899442139
TEZGVB,427.31093,TEZGVB,1.0,0.0042038573679197
TFBW84,853.318241,TFBW84,,
TEZHCV,395.783677,TEZHCV,,
TEZOAB,241.298502,TEZOAB,,
TEXSKL,82.176978,TEXSKL,,
TFBXYN,107.694035,TFBXYN,,
TEZJR8,846.052569,TEZJR8,1.0,1879.2335437517
TFACVG,172.655284,TFACVG,,
TEZLHD,447.127366,TEZLHD,2.0,7703.06416382881
TEZLQM,213.842031,TEZLQM,,
TEZGQJ,484.54284,TEZGQJ,3.0,39714.3239983353
TFBRNE,192.465051,TFBRNE,2.0,4365.42001428365
TEZBXW,811.192829,TEZBXW,1.0,7498.07146699694
TB5965,158.563649,TB5965,,
TEVSAQ,284.843005,TEVSAQ,,
TDC1IR,264.808482,TDC1IR,,
TEYJ00,524.618301,TEYJ00,1.0,175.906207703234
TEZHAX,622.540771,TEZHAX,2.0,475.296521731744
TEZKDT,370.315466,TEZKDT,2.0,1725.84319611104
TEZUOW,619.070545,TEZUOW,,
TFCEGB,579.944886,TFCEGB,,
TEZDFJ,2609.045646,TEZDFJ,3.0,446.025062878919
TFBO08,155.963108,TFBO08,,
TEZNWC,623.605055,TEZNWC,4.0,30315.4952378629
TFBN21,267.042757,TFBN21,1.0,36.4558510946002
TDC091,598.932613,TDC091,,
TEZDH6,85.329596,TEZDH6,,
TEXVFP,1269.945398,TEXVFP,1.0,6821.90202865389
TEXPSB,2144.614048,TEXPSB,1.0,15445.0980854582
TEZOW5,337.53272,TEZOW5,,
TFAEAJ,203.868277,TFAEAJ,2.0,3202.33038858656
TEZNHC,5.764135,TEZNHC,,
TEZBOY,165.25118,TEZBOY,,
TEZKE5,951.595963,TEZKE5,1.0,558.6842364818
TFBZTX,183.460013,TFBZTX,,
TEZNWF,363.723644,TEZNWF,,
TEXKCR,192.839345,TEXKCR,,
TEXYFP,881.936961,TEXYFP,4.0,17973.1801985189
TFBKE0,1897.542691,TFBKE0,1.0,87.7681341274288
TEZGQT,204.385822,TEZGQT,,
TDC099,615.623438,TDC099,4.0,10608.0136822087
TEYTBT,383.825489,TEYTBT,,
TEZKTU,86.812732,TEZKTU,,
TEZLHG,423.553453,TEZLHG,,
TFBYV8,84.197118,TFBYV8,,
TCBRBG,36.26105,TCBRBG,,
TFBRCO,1326.89336,TFBRCO,4.0,34189.7533727083
TEZBSK,331.555828,TEZBSK,2.0,0.0084077147358395
TEZKPC,108.26692,TEZKPC,2.0,3106.16294743802
TFAIK4,406.32351,TFAIK4,,
TFBYIZ,316.051473,TFBYIZ,1.0,254.968153221701
TEYVYG,1132.93968,TEYVYG,3.0,14960.0233914887
TEXKGG,3915.938011,TEXKGG,2.0,0.0084077147358395
TEZLTS,676.809564,TEZLTS,,
TEZJM9,180.792214,TEZJM9,,
TFBLYJ,127.507844,TFBLYJ,,
TFBLB1,235.171056,TFBLB1,,
TFBKBW,620.686847,TFBKBW,,
TEZGAM,405.990681,TEZGAM,,
TEZGB5,2500.056997,TEZGB5,1.0,7885.90253233174
TEZHBP,75.08569,TEZHBP,,
TFBXVJ,87.63264,TFBXVJ,,
TEZI22,269.762427,TEZI22,,
TEZOOD,750.181395,TEZOOD,2.0,1652.75913576976
TEYVT0,241.826509,TEYVT0,2.0,9212.72399479458
TFBY63,84.787729,TFBY63,,
TEZJX7,84.044934,TEZJX7,,
TFBLKB,311.207615,TFBLKB,,
TEZMWQ,66.750248,TEZMWQ,2.0,1054.60067860319
TEZM58,1013.787128,TEZM58,,
TEZIIV,1853.911332,TEZIIV,2.0,5688.79851756216
TFBSJP,435.64144,TFBSJP,3.0,6180.64982960877
TEZCJE,1562.237551,TEZCJE,2.0,2020.55041303169
TC2775,49.958802,TC2775,,
TEVVM8,2306.395598,TEVVM8,1.0,0.0042038573679197
TDC1J9,609.755073,TDC1J9,,
TEZASM,1170.782083,TEZASM,,
TEZHBA,72.593201,TEZHBA,,
TFBKRU,1026.673114,TFBKRU,2.0,3009.34811225483
TFAFF3,351.794262,TFAFF3,,
TFCFJQ,554.35976,TFCFJQ,,
TEZDU6,834.395786,TEZDU6,,
TFBSMQ,524.197104,TFBSMQ,1.0,94.5867907781946
TEZO53,140.0315,TEZO53,,
TFBPTK,255.848104,TFBPTK,,
TDC0QT,78.667131,TDC0QT,4.0,6236.54431717263
TEZEK7,564.385351,TEZEK7,1.0,352.245412715365
TEY635,621.788431,TEY635,,
TEXY85,189.211874,TEXY85,,
TFBJPE,393.017547,TFBJPE,,
TFBKF7,32.99365,TFBKF7,,
TEZOWF,626.3915,TEZOWF,2.0,0.016815429471679
TEZCV6,137.82416,TEZCV6,,
TEZKQ5,285.443133,TEZKQ5,3.0,125316.748517818
TFC407,23.277728,TFC407,,
TEZOHM,4431.325687,TEZOHM,,
TEXKG9,247.4788,TEXKG9,1.0,82.4208275554348
TEYTB4,752.074523,TEYTB4,,
TFBLZR,665.838759,TFBLZR,,
TEZH55,927.851075,TEZH55,1.0,0.0042038573679197
TDC0DE,345.460386,TDC0DE,,
TEYVYX,216.816794,TEYVYX,,
TEZM89,680.297598,TEZM89,4.0,61604.8686851502
TFBER2,466.993251,TFBER2,,
TFBZ49,36.301211,TFBZ49,1.0,116.539333953472
TD0182,692.895115,TD0182,,
TFBSWH,1423.057043,TFBSWH,3.0,19367.4231254484
TEZE87,101.883878,TEZE87,,
TEZKPL,411.844437,TEZKPL,,
TFBJN5,839.449198,TFBJN5,,
TFC462,433.762658,TFC462,,
TEZASO,4468.312368,TEZASO,2.0,8467.93919649234
TEYTBY,1126.615757,TEYTBY,,
TEZNCC,126.061245,TEZNCC,1.0,43.0979457359134
TEZJQJ,662.857562,TEZJQJ,,
TFBUE6,120.437448,TFBUE6,,
TFBLG2,1697.923783,TFBLG2,2.0,3719.0096822481
TFBKUH,799.787302,TFBKUH,,
TEZJH5,171.343473,TEZJH5,2.0,859.432396440148
TEZJLP,645.06179,TEZJLP,1.0,1051.27542742517
TEZHDF,827.093278,TEZHDF,5.0,48331.9793711287
TFBZPK,4032.946312,TFBZPK,,
TEZI53,524.735085,TEZI53,2.0,1765.48557109053
TFAEAT,518.26745,TFAEAT,1.0,0.0042038573679197
TEZANX,671.179615,TEZANX,,
TFBYGZ,176.933095,TFBYGZ,,
TEZJXF,451.349397,TEZJXF,5.0,76320.7068175659
TFBWQT,192.96759,TFBWQT,1.0,3472.95370664639
TFBAOA,199.478252,TFBAOA,,
TFBKDA,148.578238,TFBKDA,3.0,8037.2876400079
TEZJO2,362.120128,TEZJO2,1.0,11397.3761840404
TFBTVF,160.298565,TFBTVF,3.0,49562.6544117299
TEZD35,112.473002,TEZD35,,
TC4760,72.325102,TC4760,,
TEWBJ8,133.451592,TEWBJ8,1.0,0.0042038573679197
TDC1OB,11.650402,TDC1OB,2.0,407.774164688217
TEZDC9,543.544784,TEZDC9,1.0,3388.49400826752
TEZHGT,595.540903,TEZHGT,2.0,0.0084077147358395
TFBLLW,397.470833,TFBLLW,,
TFALIA,1886.326557,TFALIA,2.0,17911.8375118062
TFCH82,190.333495,TFCH82,,
TEZFES,43.857056,TEZFES,,
TFBXNQ,23.830576,TFBXNQ,2.0,249.662885223387
TEZOMW,974.920831,TEZOMW,13.0,31814.2166319573
TFBXI2,56.422772,TFBXI2,,
TEF006,141.990186,TEF006,,
TEZFE6,4727.677367,TEZFE6,7.0,3090.06637757626
TEYT77,909.587317,TEYT77,,
TEYJC1,143.142107,TEYJC1,,
TFBK21,758.230172,TFBK21,2.0,1101.90668556439
TFBKGN,165.129214,TFBKGN,,
TFBKP7,418.25147,TFBKP7,1.0,3326.87386696855
TEZDJD,39.093471,TEZDJD,,
TEZLHU,432.598588,TEZLHU,,
TFCDFH,285.55947,TFCDFH,1.0,984.085175113705
TFA388,387.439675,TFA388,,
TEXSQH,1069.002754,TEXSQH,,
TEYYXN,144.815178,TEYYXN,,
TFBMYR,350.22686,TFBMYR,,
TEZODN,409.032479,TEZODN,1.0,2274.49282505562
TDC0IM,182.819217,TDC0IM,,
TEZAPV,1178.675098,TEZAPV,1.0,231.220562950323
TEZMOM,201.400718,TEZMOM,,
TFBKJ3,32.116441,TFBKJ3,,
TFBZKC,220.007518,TFBZKC,2.0,2553.63315814286
TDC00X,118.794819,TDC00X,2.0,3704.4643357551
TFBU74,386.51899,TFBU74,4.0,4067.82895120861
TEZFBB,670.129282,TEZFBB,6.0,14098.4638432204
TEZMW2,253.302065,TEZMW2,1.0,12823.2237106619
TFBKIA,307.622922,TFBKIA,,
TFCDOF,27.787012,TFCDOF,1.0,58.8750224377162
TEZAZ9,527.113557,TEZAZ9,,
TEYYVO,301.852992,TEYYVO,,
TEZNZ3,340.582101,TEZNZ3,,
TEZJZP,69.390809,TEZJZP,,
TFBXL6,102.126175,TFBXL6,1.0,34.6608039984984
TFBMK9,258.957613,TFBMK9,,
TFBKX1,535.385873,TFBKX1,,
TEZKD2,234.277471,TEZKD2,2.0,1384.68755913225
TEZM32,1739.301845,TEZM32,,
TEZIMO,79.677163,TEZIMO,,
TFC668,30.874818,TFC668,,
TEZIII,192.236978,TEZIII,,
TFBK96,804.416621,TFBK96,,
TEZEJX,598.932613,TEZEJX,,
TFBZWP,763.083542,TFBZWP,,
TEZKK0,5711.889192,TEZKK0,1.0,424.833417887235
TFBYGF,151.531983,TFBYGF,,
TFBRM5,3536.911192,TFBRM5,2.0,4696.56626686943
TFBLAC,452.137147,TFBLAC,,
TEZLHB,221.728813,TEZLHB,3.0,5594.45134665394
TFBUH5,28.142499,TFBUH5,,
TEZDAJ,68.976642,TEZDAJ,,
TDC08C,95.156627,TDC08C,,
TEXPY0,0.0,TEXPY0,1.0,0.016815429471679
TDCA2Z,0.0,TDCA2Z,1.0,382.12222702917
TEZDDG,4452.345921,TEZDDG,,
TEZJGM,146.000855,TEZJGM,2.0,3719.3501946949
TFCDA0,224.944742,TFCDA0,,
TFBJRZ,383.601206,TFBJRZ,,
TFCH98,37.193723,TFCH98,,
TEZFK6,375.501576,TEZFK6,2.0,58929.0588203235
TFCBWV,389.818519,TFCBWV,,
TEZQD9,666.660624,TEZQD9,2.0,0.0084077147358395
TFBYHB,155.691371,TFBYHB,2.0,677.380149265015
TEWTYL,1120.922984,TEWTYL,1.0,2086.35759626911
TEZFVF,485.793973,TEZFVF,,
TEZAWV,799.541415,TEZAWV,,
TEZDMR,684.964052,TEZDMR,1.0,0.0042038573679197
TFBKI1,1306.088655,TFBKI1,3.0,5968.58204082669
TFBKJV,497.487673,TFBKJV,3.0,3058.12126543744
TFBNCU,194.62063,TFBNCU,,
TEZGIV,295.697747,TEZGIV,2.0,1384.82628642539
TEZLM8,625.356121,TEZLM8,,
TFCDJX,371.866216,TFCDJX,1.0,4396.92792525621
TFAIKM,1443.845481,TFAIKM,1.0,21.0234906969667
TEYSXM,665.172821,TEYSXM,,
TEZAUP,3619.428829,TEZAUP,7.0,21046.5110199134
TFBOG6,235.105573,TFBOG6,,
TEZOHE,3189.709007,TEZOHE,1.0,10731.4809731045
TEF004,218.927513,TEF004,,
TEZBTH,38.933701,TEZBTH,,
TEZOS8,2306.887644,TEZOS8,1.0,0.0042038573679197
TFBOL3,434.989021,TFBOL3,,
TFC753,25.307521,TFC753,,
TDC0DW,22.822741,TDC0DW,,
TFC829,495.009893,TFC829,,
TEZFM5,1767.587124,TEZFM5,,
TEZN58,990.044142,TEZN58,2.0,0.0084077147358395
TFBKKT,36.8536,TFBKKT,,
TFCDVB,182.459286,TFCDVB,,
TEZCAF,561.5124,TEZCAF,2.0,253.648142008175
TEZBE4,530.622737,TEZBE4,,
TEZPGH,411.369432,TEZPGH,,
TEZLSP,232.49211,TEZLSP,3.0,3499.00921461276
TFBYMR,143.754621,TFBYMR,,
TFBNWM,122.373317,TFBNWM,,
TFBNBL,465.860292,TFBNBL,8.0,18467.1796816805
TEZKI2,2904.714702,TEZKI2,1.0,13270.6696773312
TEZOUY,500.999746,TEZOUY,,
TEZINZ,152.469271,TEZINZ,,
TFCBU4,159.238155,TFCBU4,,
TEZLMG,208.821605,TEZLMG,,
TFBKDD,1014.758991,TFBKDD,2.0,18403.302068975
TEZGBW,130.540113,TEZGBW,3.0,15400.8524866609
TFCA40,398.60334,TFCA40,10.0,19597.8281400694
TEZMJK,207.54744,TEZMJK,,
TFBZSF,57.868758,TFBZSF,,
TFBWO7,203.374034,TFBWO7,,
TFBMP1,144.879153,TFBMP1,,
TEZLHI,115.265052,TEZLHI,,
TFBX19,2414.770901,TFBX19,,
TEZDMC,183.910248,TEZDMC,,
TDC0FD,139.726897,TDC0FD,2.0,422.050464309672
TEYTCA,124.73422,TEYTCA,,
TEWBFO,878.623983,TEWBFO,,
TEZFWS,731.046483,TEZFWS,,
TEZKUE,42.83072,TEZKUE,,
TFCG32,44.366838,TFCG32,,
TFBKQP,189.959344,TFBKQP,,
TFCHSS,114.649593,TFCHSS,1.0,25.4837833643296
TEZGQE,138.868859,TEZGQE,,
TFCINP,945.692997,TFCINP,,
TFAIMG,957.103394,TFAIMG,1.0,0.0042038573679197
TFCBRV,111.533534,TFCBRV,1.0,2824.99215124208
TEXFER,106.261047,TEXFER,,
TEZGAD,1533.663555,TEZGAD,,
TEZBRQ,2834.712792,TEZBRQ,4.0,21314.9399244272
TEZHJO,2296.779274,TEZHJO,,
TFBLMY,102.10997,TFBLMY,,
TFBKW9,107.682919,TFBKW9,,
TFBRK2,126.819384,TFBRK2,3.0,2278.25527739991
TEZHKM,137.020106,TEZHKM,3.0,5186.11806893579
TEZLOU,1145.203807,TEZLOU,2.0,0.0084077147358395
TFCDX2,237.299949,TFCDX2,,
TFBJR5,167.791663,TFBJR5,,
TEYVUM,759.675795,TEYVUM,,
TEZBFX,1148.158856,TEZBFX,1.0,0.0042038573679197
TFBOHB,212.308645,TFBOHB,1.0,163.315654886315
TEZUU2,2294.732781,TEZUU2,,
TEWBJ0,377.318812,TEWBJ0,2.0,0.0084077147358395
TEZCXN,1821.202084,TEZCXN,3.0,22556.6416829044
TFBESR,378.903365,TFBESR,,
TFBPSA,274.655787,TFBPSA,,
TFCBC1,122.300194,TFCBC1,1.0,92.5100852384422
TDC0SI,598.932613,TDC0SI,,
TFC835,104.147185,TFC835,,
TEZFTI,1020.569213,TEZFTI,2.0,0.016815429471679
TEZUUU,196.232585,TEZUUU,,
TFBLCS,413.250698,TFBLCS,,
TFCHGI,381.470649,TFCHGI,3.0,2624.47656250704
TEZIGS,73.753906,TEZIGS,,
TEZCY4,90.67676,TEZCY4,,
TFAB06,409.941737,TFAB06,,
TEZM83,449.120415,TEZM83,1.0,5683.19897954809
TFBYTL,167.756142,TFBYTL,,
TFBXD1,22.686116,TFBXD1,,
TFBSL7,854.375245,TFBSL7,1.0,111.889867704552
TEZMIN,667.809906,TEZMIN,,
TFBLCB,573.767976,TFBLCB,1.0,1377.93616419937
TEZIS9,90.661034,TEZIS9,,
TFCEZ9,116.642489,TFCEZ9,,
TEZOI3,718.968323,TEZOI3,2.0,13382.4460408868
TFBOL6,29.165626,TFBOL6,,
TEZGC5,748.886533,TEZGC5,,
TFCFCE,5303.439019,TFCFCE,2.0,0.0084077147358395
TEZNF2,1245.243784,TEZNF2,1.0,10217.2483244311
TFBZZC,635.572957,TFBZZC,6.0,32444.8288680042
TFBWP2,311.362199,TFBWP2,,
TFBN50,204.609996,TFBN50,1.0,1443.64665871732
TEZLYW,1006.20898,TEZLYW,1.0,1749.47728223349
TFBXEA,96.271293,TFBXEA,4.0,427.061462292233
TEZEFG,210.443305,TEZEFG,2.0,9358.58523388929
TEVVMH,2883.991025,TEVVMH,,
TEZAU8,7.09824,TEZAU8,,
TEXCJH,290.169152,TEXCJH,2.0,7750.45424793737
TEZGWD,533.315044,TEZGWD,2.0,2525.48412920727
TEZMFC,500.441594,TEZMFC,2.0,51705.8859943296
TFCGDG,45.217174,TFCGDG,,
TFBMB3,2068.834867,TFBMB3,11.0,1182.92762861631
TFCI97,1601.057201,TFCI97,4.0,51949.3902285089
TEZIFS,122.848422,TEZIFS,,
TFCLIY,111.612089,TFCLIY,,
TFBJZK,1326.522063,TFBJZK,2.0,9832.26327053438
TFCEZ4,1122.317382,TFCEZ4,,
TEXVBP,373.962022,TEXVBP,11.0,60795.2183676609
TEZHAN,67.508063,TEZHAN,,
TEZCRS,106.031334,TEZCRS,,
TEZIRS,3443.05595,TEZIRS,2.0,138003.346864023
TFBMVI,47.977178,TFBMVI,1.0,25.4963949364333
TFBQSN,299.016248,TFBQSN,5.0,17263.1276697904
TFBWB0,1265.24627,TFBWB0,,
TEZIC7,33.172546,TEZIC7,,
TEZMIK,1826.416818,TEZMIK,,
TFCGLX,832.930362,TFCGLX,,
TFBLDN,696.489483,TFBLDN,3.0,5007.73578924285
TEYYQD,1227.756317,TEYYQD,,
TEZDDN,122.643557,TEZDDN,,
TFBRBL,745.510764,TFBRBL,2.0,30017.4039157611
TFAAP9,520.41116,TFAAP9,3.0,12827.692411044
TEWROD,1796.531694,TEWROD,,
TEZEB8,2133.896665,TEZEB8,,
TFBLBM,279.661441,TFBLBM,,
TFBSLI,3108.554594,TFBSLI,1.0,1261.98537027741
TFCBDZ,544.396007,TFCBDZ,,
TDC1LC,44.025827,TDC1LC,1.0,108.749586250716
TFCCMX,2.193766,TFCCMX,,
TEZGMI,320.340659,TEZGMI,,
TEZZI6,230.407837,TEZZI6,1.0,231.296232382945
TFBLFX,583.186034,TFBLFX,,
TFCI94,444.879511,TFCI94,1.0,0.0042038573679197
TEZJIW,85.356921,TEZJIW,,
TEZDI9,107.676309,TEZDI9,,
TFBEAM,842.43154,TFBEAM,1.0,9372.74802936181
TEZSP1,506.742021,TEZSP1,,
TFCDR6,499.587702,TFCDR6,1.0,2130.73351464487
TFBXL8,1442.766495,TFBXL8,1.0,27.1821417409692
TFBT24,274.415653,TFBT24,1.0,2174.86981315066
TEZODH,356.733879,TEZODH,2.0,19928.7599959294
TFBSYK,1753.925933,TFBSYK,,
TEZM99,319.106024,TEZM99,4.0,4580.65751152114
TFCICA,22.492641,TFCICA,,
TEZOOU,1088.791813,TEZOOU,4.0,14030.0418607001
TFBOM4,459.020543,TFBOM4,1.0,455.151637224672
TEZHH2,1403.352235,TEZHH2,2.0,232.948348328538
TFCG46,109.392557,TFCG46,,
TEZSOM,1885.35396,TEZSOM,2.0,5863.44356805502
TFC340,355.586163,TFC340,2.0,28027.7182235247
TFBYEP,191.404778,TFBYEP,2.0,254.539359770174
TFBQUH,194.227774,TFBQUH,1.0,2628.25162642343
TEZN32,861.648206,TEZN32,2.0,93354.8545803831
TFBXMI,97.851525,TFBXMI,3.0,396.860950961097
TEZGYJ,213.809417,TEZGYJ,2.0,30275.8612705981
TEWEPY,289.628694,TEWEPY,1.0,2491.27313794714
TEZD45,931.726131,TEZD45,,
TEXCSY,1630.636786,TEXCSY,,
TEZHXR,999.089065,TEZHXR,6.0,20046.3460903675
TFBK01,294.523235,TFBK01,4.0,2027.10843052564
TFCHSV,116.575228,TFCHSV,,
TFBMJ3,2614.133348,TFBMJ3,,
TFCJ72,106.045939,TFCJ72,,
TEZJDY,45.816715,TEZJDY,1.0,51.8041343448752
TFCQF7,2192.370708,TFCQF7,2.0,14988.9122993211
TFBKHT,160.32946,TFBKHT,2.0,89.2478919209365
TFCGNY,177.723696,TFCGNY,,
TEYIZZ,176.133838,TEYIZZ,,
TEZMJX,1370.293551,TEZMJX,2.0,6346.71480721371
TEZCT3,106.634645,TEZCT3,,
TEZJGW,75.156694,TEZJGW,,
TFBO51,2663.438087,TFBO51,,
TFBQT4,322.296982,TFBQT4,,
TFBXHH,77.324214,TFBXHH,1.0,44.2582103694592
TEZJI4,37.661973,TEZJI4,,
TEZMT4,183.671482,TEZMT4,,
TFCHHG,179.884714,TFCHHG,,
TFBLU3,207.780313,TFBLU3,,
TEZCQM,1964.659305,TEZCQM,,
TEZEYQ,1112.323412,TEZEYQ,,
TFBSW3,37.383933,TFBSW3,,
TFBGUG,622.55636,TFBGUG,2.0,21498.0221166575
TEXCLX,155.11251,TEXCLX,,
TEZEDP,80.620703,TEZEDP,,
TFBLT8,280.333127,TFBLT8,1.0,2979.3704053642
TFBZT8,157.312865,TFBZT8,,
TFCC64,293.095437,TFCC64,,
TDC1NS,71.111308,TDC1NS,,
TFCDYY,2919.991278,TFCDYY,1.0,1679.12152532398
TEZIK3,676.626982,TEZIK3,,
TFAOX1,305.649857,TFAOX1,,
TFBLID,559.365183,TFBLID,1.0,2064.43027623804
TFCJ06,15.6944,TFCJ06,3.0,302.164859891337
TEZOOL,1856.591906,TEZOOL,,
TEZEGX,5197.944998,TEZEGX,2.0,9256.07417197257
TFBJDS,576.139783,TFBJDS,,
TFBJZF,137.882317,TFBJZF,,
TFCHB6,1557.588008,TFCHB6,,
TFBXX4,99.668602,TFBXX4,1.0,323.285039307765
TFBYS0,109.886163,TFBYS0,,
TEZOJM,4380.905623,TEZOJM,2.0,146301.181175979
TFBTRE,902.642229,TFBTRE,,
TEZMDD,1159.023848,TEZMDD,,
TFCIQU,128.302927,TFCIQU,,
TEZPF0,674.47593,TEZPF0,,
TFBX16,73.30363,TFBX16,,
TEZHQP,110.815616,TEZHQP,,
TFCIPB,68.129329,TFCIPB,,
TFBK42,261.358177,TFBK42,,
TFCBS0,286.698083,TFCBS0,,
TFBYFK,120.991336,TFBYFK,,
TFBXA3,668.079312,TFBXA3,1.0,1603.86827458085
TEZNJR,729.418212,TEZNJR,1.0,2232.57616324009
TFC490,372.062951,TFC490,,
TEZJHC,135.972463,TEZJHC,,
TEWLYB,260.603167,TEWLYB,1.0,0.0042038573679197
TEZHA0,70.042201,TEZHA0,2.0,276.39101036862
TEXHRJ,529.632466,TEXHRJ,1.0,259.575580896941
TEZL01,114.342292,TEZL01,,
TFBOML,173.016756,TFBOML,,
TFCL03,96.384834,TFCL03,1.0,323.285039307765
TFBOEI,117.323191,TFBOEI,,
TFCJH3,164.664823,TFCJH3,1.0,1548.96169349845
TEZJIJ,516.213312,TEZJIJ,,
TFCQOG,305.827202,TFCQOG,,
TFBMIR,725.66758,TFBMIR,,
TFCGS4,106.011849,TFCGS4,,
TEZAP4,539.839576,TEZAP4,1.0,29.4732440064854
TEZOER,124.718746,TEZOER,,
TEZDIF,147.128298,TEZDIF,1.0,32.5084290261235
TEZKLA,458.223508,TEZKLA,1.0,8782.7198323448
TFBODY,54.236416,TFBODY,,
TFBXD8,212.132832,TFBXD8,1.0,72.1255808613993
TFC294,28.251538,TFC294,,
TEZJXZ,1141.529162,TEZJXZ,3.0,252.651827811978
TEZSQB,1356.155979,TEZSQB,1.0,2712.32036606709
TFCIZN,671.537102,TFCIZN,,
TFBRJW,901.690472,TFBRJW,1.0,174.628235063387
TEZELF,83.239609,TEZELF,,
TEZHH6,105.300042,TEZHH6,,
TFBXDL,131.229617,TFBXDL,1.0,0.420385736791976
TFBK43,194.764156,TFBK43,,
TEXKIE,214.346084,TEXKIE,2.0,28972.8126215509
TEZEHW,2547.861712,TEZEHW,4.0,38945.9009100532
TFBNDD,1137.064645,TFBNDD,1.0,13840.8472598569
TFC821,23.630713,TFC821,,
TFCHMR,170.435003,TFCHMR,,
TEVSAU,270.689356,TEVSAU,1.0,2132.79760861252
TFCEOW,426.874875,TFCEOW,,
TEZKPG,465.682554,TEZKPG,2.0,3536.59590333933
TFBJSN,823.091685,TFBJSN,,
TFBLQH,410.66631,TFBLQH,,
TFCLCO,1257.960065,TFCLCO,3.0,5758.77172345118
TEZUUI,316.543853,TEZUUI,,
TEZEIQ,95.461001,TEZEIQ,1.0,126.115721037593
TFBND6,152.191197,TFBND6,,
TFBKSZ,2562.163625,TFBKSZ,2.0,11184.0892766216
TFCI62,569.930444,TFCI62,,
TFBYS3,25.613632,TFBYS3,,
TFCAW6,814.718067,TFCAW6,1.0,0.0042038573679197
TEZOY2,178.447589,TEZOY2,,
TFBWYD,35.022012,TFBWYD,,
TEZO13,338.126376,TEZO13,2.0,416.484557154546
TFCJM3,333.016668,TFCJM3,,
TFABIE,234.205585,TFABIE,,
TFBYUA,564.899989,TFBYUA,,
TEZHT6,176.677768,TEZHT6,,
TFCLB9,53.453145,TFCLB9,,
TFBKIU,539.581584,TFBKIU,,
TFCDIY,114.416709,TFCDIY,,
TFBZMO,396.817188,TFBZMO,1.0,256.199883430502
TFBXF5,38.901294,TFBXF5,1.0,156.080816356125
TEZNK3,1274.908739,TEZNK3,,
TFCA84,68.281853,TFCA84,,
TEZKIR,5789.956102,TEZKIR,,
TEXHWY,548.108899,TEXHWY,,
TEZIFJ,54.294436,TEZIFJ,2.0,243.81531962461
TEXKBS,98.193099,TEXKBS,,
TEZM93,445.854606,TEZM93,1.0,2552.41824336353
TFBRQP,933.950168,TFBRQP,3.0,15937.2268520911
TFCPGO,3606.395232,TFCPGO,4.0,31140.4139653124
TFBTD8,40.782671,TFBTD8,,
TFCK80,227.163759,TFCK80,,
TEZLAO,1639.795595,TEZLAO,1.0,63484.8042730823
TFCSWJ,210.811068,TFCSWJ,,
TFBQS6,473.450976,TFBQS6,1.0,178.88674257709
TFCGYD,140.048414,TFCGYD,,
TEZAUH,1178.277015,TEZAUH,,
TFBKDW,2679.121695,TFBKDW,,
TEZDWI,513.717854,TEZDWI,2.0,1770.15605662628
TEZKS3,2245.243098,TEZKS3,1.0,9899.49556141952
TFBTA5,1753.925933,TFBTA5,,
TFBXDR,215.35506,TFBXDR,1.0,463.44164395421
TFCETU,983.836991,TFCETU,,
TEZL56,261.453654,TEZL56,,
TEZUTA,295.291553,TEZUTA,,
TFCMU7,602.305201,TFCMU7,,
TFBRLC,661.755311,TFBRLC,1.0,0.0042038573679197
TEZFAB,1630.261792,TEZFAB,2.0,0.0084077147358395
TEZIHY,467.314576,TEZIHY,2.0,838.240751448464
TFBYYH,239.375617,TFBYYH,,
TFBKG6,232.915053,TFBKG6,,
TEXKLA,198.552362,TEXKLA,,
TEZENW,79.60433,TEZENW,,
TFBTVK,83.113286,TFBTVK,,
TFCBLJ,132.393672,TFCBLJ,1.0,1974.23231255195
TFCJQ4,33.47386,TFCJQ4,,
TEWBPS,1118.029444,TEWBPS,1.0,0.0042038573679197
TFCFTM,2796.793041,TFCFTM,2.0,5965.43335165812
TEZNI2,438.256054,TEZNI2,1.0,3379.13622176653
TFBMJD,2071.756037,TFBMJD,1.0,314.124834103068
TFBSPA,390.173491,TFBSPA,3.0,19354.2019940263
TFCLPP,94.007881,TFCLPP,,
TFAIL1,1008.693112,TFAIL1,,
TEZFIT,345.095887,TEZFIT,,
TFBTEW,2063.673369,TFBTEW,2.0,6364.21966929372
TFBSZN,76.358514,TFBSZN,,
TFCKMG,201.717254,TFCKMG,1.0,307.667709185943
TFC632,1257.84651,TFC632,,
TFCB06,2198.710143,TFCB06,5.0,31373.4758177899
TEZSNS,134.156891,TEZSNS,,
TFBY32,85.711006,TFBY32,2.0,418.62011669745
TEZSNN,352.241954,TEZSNN,3.0,3070.61933339226
TFCJQH,704.587814,TFCJQH,,
TFAIMQ,857.656217,TFAIMQ,7.0,16155.5289613498
TFBZHU,112.575925,TFBZHU,,
TEZJI1,1683.063096,TEZJI1,4.0,8413.63797087092
TFCMHF,458.630854,TFCMHF,2.0,2056.32103537532
TFBNNV,122.107504,TFBNNV,,
