cluster,DS_PROD,QTD
3,ADESAO COMPLEMENTAR INTERA ERP,489
3,SMS CHECK OUT AUTOSERVICO,489
3,TOTVS RH ADMIS DIG 16 A 25,489
3,"APP EDUCONNECT 1 K-2,5KALUNOS",484
3,CDU LGT10 FINANCEIRO TRAD,480
3,SMS RADIO FREQUENCIA WT,479
3,LICENCA RADIO FREQUENCIA WT,478
3,SMS LGT10 FINANCEIRO TRAD,472
3,T. CLOUD WINTHOR SOB PROJETO,472
3,BMCFWEB MULT AD,471
3,SMS LGT ECM/BPM TRAD,470
3,AMBIENTE ATS FEEDZ ID NOMEADO,467
3,APP BACKOFC SUPRIM 1 AO 40,466
3,TOTVS PAGAMENTO INSTANTANEO,464
3,CONSINCO NFS-E POR CNPJ SMS,463
3,SMS LIGHT ERP TRAD,462
3,CONSINCO LOJA IDMOBILE SUBSC,454
3,ADESAO TOTVS G,452
3,CONSINCOTEFMULTILOJACNPJ SMS,451
3,OPEDRPPSENTMVL,451
3,TRANS DOC ELETR TSS EXCEDENTE,448
3,INTERA BO: FISCAL + ATIVO FIXO,443
3,SMS WMS WT,436
3,TOTVS INTERA EDUCACIONAL,436
3,BMCHEF NFE GRTR,434
3,ID TOTVS ANALYTICS- 1º AO 5º,434
3,SMS LGT GCH ON-DEMAND 1000 TRA,434
3,SMS TOTVS ESB,434
3,CDU LGT GCH ON-DEMAND 500 TRA,433
3,CONSINCO WMS MOBILE SMS,433
3,ADESAO INTERA RH G,432
3,CDU TOTVS T TRAD,432
3,BM CHEF CAIXA COMPLETA SAT,431
3,SMS TOTVS T TRAD,431
3,SMS LGT10 COMPRAS E SUPRIM TRA,427
3,TESTE PERSON PARA R&S EXCED,424
3,ASSINATURA FEEDZ - FIXO,412
3,LICENCA MODULO WMS WT,412
3,ADD-ON INT WEBSERV: DO 1 AO 15,408
3,CONSINCO MÓDULO NFS-E SMS,406
3,CDU LGT5 G. CAP HUMANO TRAD,405
3,CDU TOTVS CORP ENS SUPERIOR,405
3,CONSINCO NF-E POR CNPJ CDU,402
3,ADESAO FLUIG G,398
3,AHGORA PW LITE,397
3,SMS LGT5 G. CAP HUMANO TRAD,395
3,IAAS-TCWIN-8VCPU-32VRAM-3A,393
3,TOTVS INTERA VAREJO,391
3,CONSINCO REINF POR CNPJ CDU,388
3,ASSINATURA FEEDZ - EXCEDENTE,387
3,FEEDZ MOD TESTE PERSONALIDADE,385
3,AHGORA REP P - EXCEDENTE,383
3,CDU LGT10 COMPRAS E SUPRIM TRA,381
3,CLOUDINT ATENDIMENTO PRIME,381
3,G INFRA SOFTWARE RECORRENTE,381
3,CONSINCO MD-E POR CNPJ CDU,378
3,APP MYAUDIT 1º ENCONTRO,377
3,SST BY NG 1-250 VIDAS,376
3,ADD-ON IOT COLETORES INTERA,372
3,CDU LGT ECM/BPM TRAD,371
3,TOTVS A ELETRONICA ENVEL EXTRA,368
3,ADESAO FLUIG M,367
3,APP MEU RH - 3001º AO 10000º I,366
3,BMCHEFWEB SG AD,365
3,CDU LGT GCH ON-DEMAND 1000 TRA,365
3,ADESAO FLUIG PRIVATE,364
3,"APP EDUCONNECT 2,5K-5KALUNOS",364
3,TOTVS API SERVICES PACK 20,363
3,GMV B2B 0A1.2M BY AGILE,362
3,CONSINCO MÓDULO NF-E CDU,361
3,CDU LIGHT ERP TRAD,360
3,SETUP CLOUD IAAS,360
3,CONSINCO WMS SMS,355
3,MNT MOBILE BY NG 1A15 ID,355
3,SETUP MIGRACAO,352
3,TOTVS ESB,352
3,PRIME FLUIG PRT,348
3,ADESAO INTERA GOODDATA P,343
3,CLOUDINT STANDARD SOB PROJETO,343
3,ADESAO AVALIACAO DE DESEMPENHO,341
3,CONSINCO MODULO MD-E CDU,341
3,CONSINCO MON BANCO DADOS SUBS,340
3,CONSINCO SITEF HOSPEDAGEM,338
3,CDU CORPORATIVO RB2 - TABELA A,336
3,TEF INTEGRADOR CLOUD PRINCIPAL,336
3,AHG ESTRATEGICO EXCED. BILLING,335
3,APP SEC DIG ADESAO,335
3,OPENEDGEENTRDBMSMVLCONCUSERS,335
3,CONTAS A PAGAR,334
3,IAAS-TS-M,332
3,SMS IMPORTACAO WT,332
3,SST BY NG 251-500 VIDAS,332
3,CDU CORP TOTVS  JURIDICO,331
3,CONTABILIDADE,330
3,CONSINCO MÓDULO MD-E SUBSC.,329
3,PORTALB2B ATE 1.2M BY AGILE,327
3,CONTAS A RECEBER,326
3,ID FLUIG: > 10001,324
3,ADESAO INTERA SEGM G,322
3,CONSINCO ESTACAO SAT CDU,322
3,ID APP MEDSEGTRAB DO 1 AO 15,322
3,CDU CORP TOTVS DIST/LOG RB1.4,321
3,CES.DIR.PROT.ERP/CRM TR/FULL,317
3,SMS LGT5 ESTOQUE E CUSTO TRAD,317
3,LICENCA MODULO IMPORTACAO WT,316
3,SETUP FEEDZ PACOTE 2,313
3,ADESAO MYAUDIT	,312
3,TOTVS INTERA AGRO,311
3,ID FLUIG: DO 3001 AO 10000,310
3,TOTVS TRANSMITE 2.000 NFS,309
3,BA SERV RECORR - ATE 23M,306
3,AHGORA IOT,305
3,CONTROLE FINANCEIRO,305
3,CDU LGT5 ESTOQUE E CUSTOS TRAD,303
3,CONSINCO MDF-E POR CNPJ SUBSC.,301
3,ID INT COMP: DO 31 AO 50,300
3,LEGAD MOD GESTAO OBJ METAS OKR,299
3,ADESAO INTERA GOODDATA M,298
3,ROYALT MENSAL,298
3,SUP CNPJ NOVA FILIAL,297
3,ID TRAD DEDICADO 101º AO 250º,293
3,CTREESVRDMINTELATE250UENTPWIN,292
3,FISCAL FLEXX,292
3,ID INT COMP: DO 16 AO 30,292
3,TOP4 USER,292
3,CDU CORP TOTVS DIST/LOG RB2.4,290
3,MANUTEN DE PCTS CUST JOIN,290
3,CONSINCO MDF-E POR CNPJ CDU,288
3,TOTVS CLOUD WINTHOR STANDARD,288
3,SMS CORP ADIC MNT ATIVOS PARC,287
3,BMCHEF CD,285
3,ID INT COMP: DO 51 AO 150,284
3,PRIME AMS GOLD RM,283
3,SMS USUARIO CHECK OUT VAR WT,283
3,TAXA DE ADESAO FLUIG,283
3,CUSTOMIZACAO MELHORIAS,277
3,FATURA HOTEL,277
3,USUARIO CHECK OUT VAREJO WT,277
3,1004.0 ADESAO PLATAFORMA BY ZF,276
3,ID APP DESENV MYBI,275
3,SETUP FEEDZ PACOTE 1,274
3,VPN 36M,273
3,CDU CORP TOTVS AGROIND. RB1,270
3,SMS LGT10 VENDAS E FATURAM TRA,269
3,TOTVS TRANSMITE 1.000 NFS,269
3,TOTVS CLOUD ADICIONAL STANDARD,267
3,CONSINCO CT-E POR CNPJ SMS,266
3,CONSINCO WMS MOBILE CDU,266
3,SMS COLAB NEO  50000 DOC,266
3,CONSINCO WMS  CDU,265
3,CDU LGT10 VENDAS FATURAM TRAD,264
3,SST BY NG 501-1000 VIDAS,264
3,APP P&M FUNC. 51-100 IDS,263
3,CDU LGT MNT DE ATIVOS TRAD,263
3,HELP DESK ERP/CRM/BI TR/FULL,263
3,SMS LGT TMS TRAD,263
3,APP NO CODE PACK ESSENTIALS,262
3,APP P&M FUNC. 1-50 IDS,262
3,BMCHEF WEB 1USM,262
3,CDU LGT TMS TRAD,262
3,PRIME GOLD PRT,262
3,CDU CORP TOTVS MANUFATURA RB2,261
3,WORKS FLUIG ENTERPRISE 576H,261
3,PRIME FLUIG RM,260
3,SMS LGT5 VENDAS E FATURAM TRAD,260
3,ADESAO PESQUISA DE ENGAJAMENTO,259
3,SMS CORP TOTVS DIST/LOG RB3,259
3,TOTVS TRANSMITE 5.000 NFS,259
3,SMS LGT MNT DE ATIVOS TRAD,258
3,ADESAO GESTAO OBJETIVOS E META,256
3,CDU LGT5 VENDAS E FATURAM TRAD,256
3,ADESAO INTERA GOODDATA G,255
3,APP CLOCKIN RH - 1 A 50 FUNC,255
3,SETUP FEEDZ PACOTE 3,254
3,TOTVS PAGTO CARTAO 5M,254
3,ID APP VIEWER MYBI,252
3,SMS TOTVS COMEX IMPORTACAO,251
3,SMS COLAB NEO  1000 DOC,249
3,CDU PLATAFORMA TOTVS ANALYTICS,247
3,CLOUD PLANNING STATNDARD USER,247
3,CONSINCO MÓDULO CT-E SMS,247
3,TRAD/CORP GE PROTHEUS 12.1.17,247
3,APP P&M FUNC.101-250 IDS,246
3,TOTVS FAST CHECK IN,244
3,TOTVS SUP PRICING INSIGHTS,244
3,CONSINCO SOMMA CNPJ SMS,243
3,APP EXPENSE - POR USUARIO,242
3,MOBILE MINHA GOVERNANÇA 1 ID,242
3,CONSINCO WMS ID MOBILE SMS,241
3,APP MYAUDIT 2º ENCONTROS,239
3,CDU COLAB NEO 50000 DOC,239
3,CDU CORP TOTVS SAUDE RB1,239
3,TOTVS A ELETRONICA 20 PACK,238
3,CDU TOTVS COMEX IMPORTACAO,237
3,SST BY NG 1001-2000 VIDAS,237
3,AHGORA GERENCIAL,236
3,MODULO OPERAC FINAN ON PREMISE,236
3,SMS CRM WT,236
3,SMS LGT1 VENDA ASSISTIDA TRAD,235
3,TOTVS RH ATS EXCEDENTE,235
3,LICENCA MODULO CRM WT,234
3,SMS BYYOU ECM,234
3,E.T CORPORATIVO RB 2 TABELA A,233
3,CONSINCO NFS-E POR CNPJ CDU,232
3,SMS CORP TOTVS SERVICOS RB1,232
3,TOTVS RH ADMIS DIG 51 A 100,232
3,SMS LGT OMS  TRAD,231
3,BYYOU ECM,230
3,CDU CORP TOTVS AGROIND. RB2,230
3,SMS LGT ATIVO FIXO TRAD,230
3,CDU LGT LOJA PDV TRAD,229
3,GARANTIA ESTENDIDA PROTHEUS 11,229
3,HIGS - INTEGRACOES,229
3,SUP PATRIMONIAL WT,229
3,CDU S1 SAUDE - TRAD,228
3,TOTVS INTERA SAUDE,228
3,APP CLOCKIN RH - 51 A 100 FUNC,227
3,CDU COLAB NEO 1000 DOC,227
3,ADESAO INTERA FLUIG P,226
3,CDU CORPORATIVO RB1.3 TABELA B,224
3,CDU LGT ATIVO FIXO TRAD,224
3,CLOUD COLAB NEO 1000 DOC,224
3,A.R CORPORATIVO RB 2 TABELA A,223
3,ADESAO MYBI,223
3,CDU CORPORATIVO RB1.3 TABELA A,222
3,TRAD/CORP GE PROTHEUS12.1.2210,222
3,CONSINCO MODULO MDF-E CDU,221
3,IAAS-TCWIN-2VCPU-4VRAM-3A,220
3,CDU CORP PLS,219
3,PRIME SGE,219
3,CDU LGT OMS TRAD,218
3,NFCE SISTEMA ENVIO FISCAL SMS,218
3,SERVICO DE QUALITY ASSURANCE,218
3,APP EDUCONNECT 5K-10K ALUNOS,215
3,BMCHEF TERMINAL,214
3,AHGORA ANALYTICS,213
3,IAAS-TCWIN-4VCPU-16VRAM-3A,213
3,PORTALB2B 1.2M - 2.4M BY AGILE,213
3,SAS PLANNING ADVANCED,213
3,CDU CORP TOTVS SERVICOS RB2.4,212
3,GMV B2B 1.2M A 2.4M BY AGILE,212
3,SMS CORP TOTVS DIST/LOG RB1,212
3,TRAD/CORP GE PROTHEUS 12.1.33,212
3,ADESAO COMPL. INTERA FLUIG,211
3,CDU LGT10 TMS TRAD,211
3,PDV SUPERM LINHA WINTHOR SMS,211
3,T. CLOUD WINTHOR ATE 9 CONEX,211
3,SMS IMPXEXP PARC TRAD,209
3,SMS LGT10 TMS TRAD,209
3,SUP CONTABIL WT,209
3,ADM DIG COM INT 1 A 15,208
3,ADESAO SUITE LOGISTICA,207
3,CLOUD PLANNING SERVER ATE 25,206
3,APP BACKOFC CONTROL 1 AO 40,205
3,CLOUD PLANNING ADVANCED USER,205
3,SMS CORP TOTVS DIST/LOG RB2,204
3,CLOUD PLANNING ADM USER,203
3,CONSINCO MÓDULO NFS-E CDU,203
3,SMS CORP TOTVS  EDUCACIONAL 1.,203
3,CLOUD IAAS 36M,201
3,CONECTOR BASIC,201
3,OPENEDGAPLSENTEDLIC,201
3,APP CLOCKIN RH- 101 A 250 FUNC,200
3,CDU CORP TOTVS SAUDE RB2,198
3,CDU CORP TOTVS VAREJO RB2,198
3,FEEDZ 2 MOD PACK 100 COL,198
3,FEEDZ 2 MOD PACK 100 COL EXCED,198
3,ID TRAD DEDICADO 1º AO 50º,198
3,APP P&M FUNC. 251-500 IDS,197
3,CDU IMPXEXP PARC TRAD,197
3,APP CAP AL - ADESAO CAST,195
3,CONECTOR IFOOD LOJA 1 SAAS,195
3,AHG PW LITE EXCEDENTE-BILLING,194
3,CONECTOR IFOOD DEMAIS LOJAS,194
3,LICENCA CNPJ WINTHOR MEDICAMEN,193
3,LICENCA MODULO COMODATO WT,193
3,SMS COMODATO WT,193
3,ADESAO INTEGRACOES BY WORKNOW,192
3,OPEDSTCRUSRMVL,192
3,SAS PLANNING STANDARD USER,192
3,SMS LGT G. DE CONTRATOS TRAD,192
3,ADESAO INTERA RH PRIME,191
3,CDU LGT G. DE CONTRATOS TRAD,191
3,CLOUDINT CONEXAO REMOTA,191
3,OPEDENRDBMSMVL,191
3,ADESAO INTERA B.O PRIME,190
3,AHG ANALYTICS EXCED. BILLING,190
3,DIGITAL WORK BY DIGTE AVANCADO,190
3,T. CLOUD WINTHOR 10 A 39 CONEX,190
3,LICENCA MODULO WEB COMPRAS  WT,188
3,PRIME AMS GOLD PIMS,188
3,SMS CORP ADIC MED SEG TRA PARC,188
3,SMS WEB COMPRAS WT,188
3,CDU PLANNING ADVANCED,187
3,OP FINANCEIRAS PREMIUM,187
3,CONSINCO ORACLEASFU ATUALIZAC,186
3,SMS LGT5 CONTABIL TRAD,186
3,CDU CORPORATIVO RB2.3 TABELA C,185
3,CLOUD EXCEDENTE INT 2017,185
3,CONS TEF EXPRESS,185
3,IAAS-TCLNX-8VCPU-16VRAM-3A,185
3,SETUP AHGORA PONTOWEB LITE,185
3,CDU CORP TOTVS SERVICOS RB1.8,184
3,TOTVS INTEL FISCAL ADESAO,184
3,CDU CORP TOTVS AGROIND. RB3,183
3,TRAD/CORP GE PROTHEUS 12.1.27,183
3,CDU LGT10 CONTABIL TRAD,182
3,ID INTERA COMPLETAO,182
3,SMS LGT10 CONTABIL TRAD,182
3,A.R CORPORATIVO RB 1 TABELA C,181
3,ADESAO INTERA FLUIG M,181
3,CDU LGT5 CONTABIL TRAD,181
3,E.T CORPORATIVO RB 1 TABELA C,181
3,ID EXCEDENTE,181
3,SUP USU RADIO FREQUENCIA WMS,180
3,AHGORA PW LITE - EXCEDENTE,179
3,SAS PLANNING 1 SERVER + 1 ADMI,178
3,APP P&M FUNC.  501-1K IDS,177
3,CLOUD COLAB NEO 50000 DOC,177
3,SMS LGT GCH ON-DEMAND 50 TRA,177
3,MOD FLUXO CAIXA PLA ON PREMISE,176
3,SMS LGT PCP TRAD,176
3,TEF INTEGRADOR CLOUD ADICIONAL,176
3,ADESAO INTERA FLUIG G,175
3,PRIME AMS GOLD PRT,175
3,CDU CORP TOTVS VAREJO RB1.4,174
3,SQLSVS8R2ENDVD,174
3,ASP EXPRESS LD,172
3,CDU LGT G. EDUCACIONAL TRAD,172
3,TOTVS PMS- MAIS DE 400 UH,172
3,ADESAO FLUIG PRIME,171
3,SMS CORP TOTVS EDUCAC. 1.0 TC,171
3,APP P&M FUNC. 1K-3K IDS,170
3,CONSINCO MOD. COCKPITPDV CDU,170
3,CONSINCO MOD. PATRIMONIALCDU,170
3,FEEDZ 2 MOD PACK 2000 COL,170
3,ADESAO TOTVS PRIVATE,169
3,CDU LGT CRM CALL CENTER TRAD,169
3,CONSINCO WMS ID MOBILE CDU,169
3,PORTAL B2B PED CNPJ ADICIONAL,169
3,SMS CNPJ MEDICAMENTOS,169
3,SUP USUARIO WT ADICIONAL,169
3,TOTVS TEC PROCESSOR SINGLE COR,169
3,ATUAL.CAMPO TOMADORCAD.FUNC.,168
3,CDU LGT PCP TRAD,168
3,CONSINCO CLOUD NDD POR CNPJ,168
3,TOTVS RH ATS PACOTE 5 VAGAS,168
3,CDU PLANNING STANDARD USER,167
3,CONSINCO SORTER SMS,167
3,CONTR IRRIG RM CHRONUS VA,167
3,CONTRO D COMISSAO,167
3,MANUT PERS ESC DESC FUNC,167
3,SEL CHAPA P IMPR CRACHA,167
3,SUP CHECK OUT AUTOSERVICO,167
3,APP P&M FUNC. 3K-10K IDS,166
3,CLDPRM PROT STG SQL HML 20GB,166
3,TOTVS PAGTO INSTANTANEO - TPI,166
3,PRIME TSS/TAF PRT,165
3,CONSINCOTEFMULTILOJACNPJ CDU,163
3,SMS TOTVS TEC PROCESSOR SINGLE,163
3,CDU CORP TOTVS MANUFATURA RB1,162
3,SMS LGT CRM CALL CENTER TRAD,162
3,SETUP TRAD ON PREMISE ADMISSAO,161
3,SMS CORP TOTVS SERVICOS RB2,161
3,ADM DIG COM INT 16 A 25,160
3,ADM DIG COM INT 26 A 50,160
3,CONSINCO SOMMA CNPJ SUBSC,160
3,E-LEARNING CENTER  24M,160
3,FEEDZ 2 MOD PACK 2000 COL UN,160
3,SELF CHECKOUT SUP SMS,159
3,ADD-ON IOT INT COL 1 AO 15,158
3,CONSINCO MOD. COCKPITPDV SMS,158
3,CONSINCO MOD. PATRIMONIALSMS,158
3,CONSINCO MODULO NF-E SUBSC.,158
3,APP P&M FUNC.>10K IDS,156
3,CDU LGT GCH ON-DEMAND 50 TRA,156
3,OUTRO SETUP/SERVICO,156
3,TOP PROCESSOR X86 MULTICORE,156
3,CONSINCO GERENCIAL ID PDV CDU,155
3,CONSINCO MODULO ANALYTICS CDU,155
3,GD USER - ADMIN,155
3,PLATAFORMA FLUIG COMPLEM-ECO,155
3,TOTVS CLOUD PROTHEUS STANDARD,155
3,PROJETOS INFRA  SOFTWARE,154
3,CDU PLANNING 1 SERVER + 1 ADMI,153
3,EXCED 5K TRANSAC BASIC,153
3,INDIVIDUALIZACAO EDUCONNECT,153
3,LICENCA USUARIO WT ADICIONAL,153
3,SMS USUARIO WT ADICIONAL,153
3,TOTVS IPAAS BASIC,153
3,APP MEU CHECKLIST PLAN 1 A 3,152
3,CLOUD CORPORATE 24M,152
3,GARANTIA ESTEND DATASUL,152
3,MANUTEN DE PCTS CUSTOMIZADOS,152
3,SMS LGT10 AGRO G .AGRIC TRAD,152
3,SUST BSO HORA EXCEDENTE 100%,152
3,SUST BSO HORA EXCEDENTE 150%,152
3,SUST BSO HORA EXCEDENTE 200%,152
3,SUPORTE USUARIO CHECKOUT SP,151
3,APP MEU CHECKLIST EXEC 1 A 5,150
3,INTERA COMBO 4 V 1º AO 20º,150
3,SERVICO DE MANUT FABRICA SOFTW,150
3,CLIENTNETLIC,149
3,SUPORTE MODULO WMS,149
3,CLOUDINT CONEX ADIC BACKOFFICE,148
3,APP BACKOFC VIAGENS 1 AO 40,147
3,CONSINCO GERENCIAL ID PDV SMS,147
3,SAAS TOTVS FAST ANALYTICS - P,147
3,TOTVS RH ADMIS DIG 101 A 300,147
3,CAROL LABS PACK 50 GB,146
3,CONSINCO MÓDULO ANALYTICS SMS,146
3,IAAS-TCSQL-4VCPU-32VRAM-3A,146
3,PAS APPSVR OPED MNT NAMEDUSER,146
3,ID TRAD DEDICADO 251º AO 500º,145
3,SMS LGT FRETE EMBARC TRAD,145
3,1004.2 KDS OFF BY ZERO FILA,144
3,CONTRATO MENSAL MY AUDIT REC,144
3,MINHA GESTAO DE LOJA,144
3,PRIME GOLD RM,144
3,USUARIO CLOUD - TOTVS CLOUD,144
3,APP MYBIESSENCIAL,143
3,FEEDZ 1 MOD PACK 100 COL,143
3,FEEDZ 1 MOD PACK 100 COL EXCED,143
3,ID TOTVS ANALYTICS - 6º AO 10º,143
3,ID TRAD DEDICADO 51º AO 100º,143
3,A.R CORP ADIC MAN ATIVOS,142
3,AMS RENOVACAO,142
3,LICENCA MODULO INDUSTRIA,142
3,APP SEC DIG - ATE 2.500 ALUNOS,141
3,CDU CORP TOTVS SERVICOS RB1.4,141
3,E.T CORP ADIC MAN ATIVOS TAB C,141
3,SMS LGT G.EDUCACIONAL TRAD,141
3,TOP4  PROCESSOR,141
3,TX AD TOTVS FAST ANALYTICS - P,141
3,CDU LGT FRETE EMBARC TRAD,140
3,CONTRATO SOFTWARE EXPRESS,139
3,ARREND E LOCACOES BASIC,138
3,CDU PLANNING BASIC USER,138
3,CLOUD COLAB NEO 10000 DOC,138
3,CLOUD EXPRESS SERIE T 24M,138
3,CONSINCO ORACLE ASFU CDU,138
3,FEEDZ 2 MOD PACK 100 COL UN,138
3,SAS PLANNING BASIC USER,138
3,TRANS DOC ELET TSS 10000ANO 36,138
3,VISITA TECNICA,138
3,CDU COLAB NEO 10000 DOC,137
3,PROGRESS OE ST MNT UC1Y,137
3,TX ADESAO-SMART ANALYTICS 03,137
3,BA HEALTH - ATE 23M,136
3,GD USER - EDITOR,136
3,HORAS DE CONSULTORIA,136
3,INT.MKTP BYLX ANUNCIO EXCEDENT,136
3,INT.MKTP BYLX USUARIO EXCEDENT,136
3,SMS COLAB NEO  10000 DOC,136
3,AMBIENTE ADIC.ATE 5 USUAR.36M,135
3,CDU LGT10 AGRO G .AGRIC TRAD,135
3,FEEDZ 3 MOD PACK 100 COL,135
3,FEEDZ 3 MOD PACK 100 COL EXCED,135
3,SMS LGT COMEX TRAD (DATASUL),135
3,ID INTERA DO 1 AO 15 ID,134
3,INTERA GE PROTHEUS12.1.2210,134
3,TOTVS PAGAMENTOS DIGITAIS,133
3,TOTVS TRANSMITE 500 NFS,133
3,4GL DEVELOPMENT SYSTEMUSER-LIC,132
3,ADESAO DIGITAL WORKBYDIGTE AVA,132
3,ADESAO TOTVS PRIME,132
3,ADESAO LICENCA SURICATO,131
3,FEEDZ 2 MOD PACK 2000 COL EXC,131
3,TRANS DOC ELET TSS 1000ANO 36M,131
3,AHGORA GERENCIAL - EXCEDENTE,130
3,INTEGRATION SERVICE BY PROPHIX,130
3,SST BY NG 2001-5000 VIDAS,130
3,CONSINCO SOMMA CNPJ CDU,129
3,APP SEC DIG - ATE 5.000 ALUNOS,128
3,CDU LGT COMEX TRAD (DATASUL),128
3,CONTR.MANUT.DESENV.ESPEC.,128
3,SMS USUARIO ECF DISTRIBUIDOR,128
3,SUP USU RADIO FREQUENCIA WT,128
3,TOTVS SMART ANALYTICS - PACK 3,128
3,USUARIO ECF DISTRIBUIDOR,128
3,SMS MODULO INDUSTRIA,127
3,ASFU Atual/Sup Oracle 11G Std,126
3,CDU LGT10 LOJA PDV TRAD,126
3,CTREESVRDMINTELATE500UENTPWIN,126
3,FID WEB INICIAL,126
3,SETUP TOTVS PAGAMENTO CARTAO,126
3,SMS LGT FRAMEWORK TRAD,126
3,ADC 100 OP FINANCEIRAS,125
3,ADESAO INTERA RH PRIVATE,125
3,CDU CORP TOTVS MANUFAT RB1.4,125
3,FEEDZ 2 MOD PACK 25 COL,125
3,FEEDZ 2 MOD PACK 25 COL EXCED,125
3,TOTVS WMS SAAS ID UNITARIO,125
3,WMS CONECTOR EXCEDENTE,125
3,ALMOXARIFADO E ESTOQUE,124
3,CDU LGT FRAMEWORK TRAD,124
3,ID PROGRESS 1 A 15,124
3,SETUP INTEGRACAO NATIVA TOTVS,124
3,O12GASFSEN1LM,123
3,APP SEC DIG - ATE 1.000 ALUNOS,122
3,IAAS-DDADO-50GB-2KIOPS-LEVE-3A,122
3,IAAS-DSO-50GB-2KIOPS-LEVE-3A,122
3,APP CLOCKIN RH- 251 A 500 FUNC,121
3,ATEND. CONTINUADO TOTVS - COOR,121
3,LICENCA DE CNPJ HOMECENTER,121
3,SELF CHECKOUT SUP CDU,121
3,SFA ADESAO,121
3,SFA ANALYTICS TOTVS CRM 1 A 20,121
3,SFA PLATAF ENTERPRISE 1 A 20,121
3,SMS CNPJ WINTHOR HOMECENTER,121
3,ID INT DEDICADO 1º AO 50º,120
3,PACOTE P6 - FIXO,120
3,REN.FILESITE,120
3,TOP4 USER BD,120
3,APP MYBI FAST (CLOUD),119
3,DC.WM01.Mnt,119
3,GD USER - VIEWER,119
3,SMS CORP TOTVS OPER PLS SAU 1.,119
3,TOTVS RH ATS PACOTE 10 VAGAS,119
3,APP MINHA PRODUCAO 1 A10 IDS,118
3,CONSINCO RESTAURNT TERMINL CDU,118
3,CONSINCO RESTAURNT TERMINL SMS,118
3,SMS LGT10 VENDA ASSISTIDA TRAD,118
3,TOTVS CLOUD STANDARD,118
3,SLA ADVANCED PRT 24M,117
3,SUPORTE USUARIO WINTHOR,117
3,APP CAP AL - ATE 10.000 ALUN,116
3,APP TOTVS RENTAL NOMEADO,116
3,CDU CORP ADIC IMPXEXP PARC,116
3,CONTRATO MANUTENCAO MYBI,116
3,G.INFRAESTRUTURA SOFT. EXC100%,116
3,G.INFRAESTRUTURA SOFT. EXC150%,116
3,G.INFRAESTRUTURA SOFT. EXC200%,116
3,SMS TOTVS TEC PROCESSOR MULTIC,116
3,USUARIO VENDEDOR VAREJO,116
3,ADC USUARIO - GESTAO DE CAIXA,115
3,BA HEALTH EXCED 100% - ATE 23M,115
3,BA HEALTH EXCED 150% - ATE 23M,115
3,BA HEALTH EXCED 200% - ATE 23M,115
3,FEEDZ 1 MOD PACK 100 COL UN,115
3,PDEVSTUDIOFOROE.MNTNAMEDUSER,115
3,CDU CORP. ENSINO MEDIO 1.5,114
3,APP MYAUDIT 3º E 4º ENCONTROS,113
3,PRIME GOLD SAUDE,113
3,SMS CORP ADIC IMP.EXP PARCEIRO,113
3,CDU LGT10 ESTOQUE E CUSTOS TRA,112
3,SMS LGT WMS TRAD,112
3,WMS SAAS - APP MOVEIS PACK5,112
3,ADESAO INTERA SEGM PRIME,111
3,FEEDZ 4 MOD PACK 50 COL EXCED,111
3,ID APP COMEX IMP DO 1 AO 15,111
3,PACOTE P6 - EXCEDENTE,111
3,FEEDZ 4 MOD PACK 100 COL,110
3,FEEDZ 4 MOD PACK 100 COL EXC,110
3,TOTVS TRANSMITE 10.000 NFS,110
3,CES.DIR.PROT.ERP/CRM/BI AL/FUL,109
3,CLOUD TOTVS AUDITOR NFE 50000,109
3,SMS TOTVS AUDITOR NFE 50000,109
3,CONSINCO TERMINAL VOICE CDU,108
3,CONSINCO TERMINAL VOICE SMS,108
3,FEEDZ 3 MOD PACK 100 COL UN,108
3,ID COR DEDICADO 251º AO 500º,108
3,PRIME CONSULTORIA SAUDE,108
3,TOTVS CRM EXECUTIVE,108
3,IAAS-TCWIN-4VCPU-8VRAM-M,107
3,ID COR DEDICADO 501º AO 1000º,107
3,INT COLIGADA ADD BY WKW,107
3,ADESAO DE MODALIDADE,106
3,CDU LGT WMS TRAD,106
3,ID COR DEDICADO 1º AO 50º,106
3,SMS LGT10 ESTOQUE E CUSTO TRAD,106
3,TOTVS A ELETRONICA S PUBLICO,106
3,CDU LGT ASSIST TECNICA TRAD,105
3,CONSINCO SELF PAYMENT SUBSC,105
3,ID INTERA PORTAL 1º AO 50º,105
3,SMS LGT ASSIST TECNICA TRAD,105
3,TOTVS TEC PROCESSOR MULTICORE,105
3,APP BACKOFC VENDAS-1 AO 40,104
3,CDU LGT G. IMOBILIARIA TRAD,104
3,NFCE SISTEMA ENVIO FISCAL CDU,104
3,SMS LGT G. IMOBILIARIA TRAD,104
3,FS.WN01.CsU,103
3,IAAS-TCLNX-4VCPU-8VRAM-3A,103
3,SMS SISJURI PLUS  TAB C,103
3,SMS USUARIO VENDEDOR VAREJO,103
3,CDU CORP TOTVS FINANC SERV RB1,102
3,CONSINCO MÓDULO CT-E SUBSC.,102
3,FEEDZ 2 MOD PACK 25 COL UN,102
3,FLUIG  3000 USUARIOS,102
3,IAAS-TCWIN-16VCPU-64VRAM-3A,102
3,SQLSCART08R2MV,102
3,TOTVS INTERA TERCEIRIZACAO,102
3,APP EDUCONNECT 10K-15K ALUNOS,101
